,usertoken,visGroup,trial_duration,vars,varIndex,prior_belief,prior_lwr,prior_upr,post_belief,post_lwr,post_upr,diff_belief,diff_uncertainty,pop_corr,sample_corr,post_error,post_error_abs,prior_uncertainty,post_uncertainty,prior_sd,post_sd,exclude
754,GO4G3Cew,line,8972,Labor union participation_Corporate profits,7,-0.5188241100605728,-0.7560790326015983,-0.2815691875195474,-0.3111210910741753,-0.6012077444705557,-0.021034437677795115,0.2077,0.10566,-0.4,-0.45,0.13887890892582472,0.13887890892582472,0.47450984508205085,0.5801733067927606,0.11862746127051271,0.1450433266981902,0
755,GO4G3Cew,scatter,6384,Temperature_Crime rate,3,0.3838692877940051,0.19876452845440884,0.5689740471336013,0.7652695642809331,0.5305391285618666,1.0,0.3814,0.09925,0.4,0.57,0.19526956428093312,0.19526956428093312,0.3702095186791925,0.4694608714381334,0.09255237966979812,0.11736521785953347,0
756,GO4G3Cew,scatter,14329,Temperature_Sales of Mittens,4,-0.7136475707489065,-0.8021454492669375,-0.6251496922308752,-1.0,-1.0,-0.7416565529074564,-0.28635,0.08135,-0.9,-0.89,-0.10999999999999999,0.10999999999999999,0.1769957570360623,0.25834344709254364,0.04424893925901563,0.12917172354627182,0
757,GO4G3Cew,line,26805,Vaccination rate_Rate of illness,9,-0.7242073585427059,-0.7865142863318746,-0.6619004307535374,-0.6429140335674643,-1.0,-0.21009628937769095,0.08129,0.66529,-0.9,-0.93,0.2870859664325357,0.2870859664325357,0.12461385557833715,0.789903710622309,0.031153463894584343,0.21640887209488668,0
758,GO4G3Cew,scatter,20737,Weight_Price,0,0.9865996728034848,0.7036054516616632,1.0,0.7505671363751867,0.30230275875002954,1.0,-0.23603,0.4013,0.9,0.93,-0.17943286362481337,0.17943286362481337,0.2963945483383368,0.6976972412499705,0.1414971105709108,0.22413218881257857,0
759,GO4G3Cew,scatter,11537,Yearly income_Height,2,0.016644549937796294,-0.061656113282849874,0.09494521315844252,-0.1943213292836128,-0.1943213292836128,-0.1943213292836128,-0.21097,-0.1566,0.0,0.15,-0.3443213292836128,0.3443213292836128,0.1566013264412924,0.0,0.039150331610323115,0.001,0
760,GU5yyXZ0,scatter,37878,Exercise amount_Body weight,1,-0.44759591992537295,-0.7578576066198424,-0.13733423323090374,-0.5406299018620158,-0.961786592362369,-0.11947321136166232,-0.09303,0.22179,-0.4,-0.38,-0.16062990186201576,0.16062990186201576,0.6205233733889386,0.8423133810007066,0.1551308433472347,0.2105783452501767,0
761,GU5yyXZ0,hop,12019,Government spending_Budget deficit,6,0.9748678344077804,0.7611624749281924,1.0,-0.8319216709507702,-0.9347452062520436,-0.7290981356494971,-1.80679,-0.03319,0.9,0.88,-1.7119216709507703,1.7119216709507703,0.23883752507180755,0.2056470706025465,0.10685267973979395,0.05141176765063671,0
762,GU5yyXZ0,hop,10122,Immigrant population_Economic growth,7,0.33736727931767163,0.17467190045469105,0.500062658180652,0.004329809604123325,-0.4303865190757516,0.4390461382839981,-0.33304,0.54404,0.4,0.24,-0.23567019039587667,0.23567019039587667,0.32539075772596093,0.8694326573597497,0.08134768943149029,0.21735816433993746,0
763,GU5yyXZ0,hop,12741,Income tax rate_Poverty rate,8,0.4390461382839981,0.2574348904520363,0.6206573861159597,0.024289722524288626,-0.460268128576466,0.5088475736250433,-0.41476,0.60589,0.0,-0.05,0.07428972252428863,0.07428972252428863,0.36322249566392334,0.9691157022015093,0.09080562391598088,0.24227892555037733,0
764,GU5yyXZ0,hop,40024,Labor union participation_Corporate profits,9,0.7921767813090084,0.5818982464111879,1.0,-0.03030306115815584,-0.04646287203714272,-0.014143250279168797,-0.82248,-0.38578,-0.4,-0.45,0.41969693884184417,0.41969693884184417,0.4181017535888121,0.032319621757973926,0.10513926744891022,0.00807990543949352,0
765,GU5yyXZ0,scatter,25650,Temperature_Crime rate,4,-0.011037378952036436,-0.22240825074411635,0.20033349284004354,0.7563453394523036,0.5394002960942783,0.9732903828103294,0.76738,0.01115,0.4,0.57,0.1863453394523037,0.1863453394523037,0.4227417435841599,0.4338900867160511,0.10568543589603999,0.10847252167901289,0
766,GU5yyXZ0,scatter,35321,Temperature_Sales of Mittens,3,-0.7119906288421636,-0.8494117619002335,-0.5745694957840939,-0.8628140046013693,-1.0,-0.6671782351714781,-0.15082,0.05798,-0.9,-0.89,0.027185995398630758,0.027185995398630758,0.2748422661161396,0.3328217648285219,0.06871056652903496,0.09781788471494557,0
767,GU5yyXZ0,hop,20360,Vaccination rate_Rate of illness,5,0.8176024569080096,0.7926637958332485,0.8425411179827709,-0.6974841398917242,-0.8945176841502009,-0.5004505956332475,-1.51509,0.34419,-0.9,-0.93,0.23251586010827585,0.23251586010827585,0.04987732214952234,0.3940670885169535,0.01246933053738064,0.09851677212923837,0
768,GU5yyXZ0,scatter,29711,Weight_Price,0,0.8682743174174523,0.6550454577346958,1.0,0.7654546862054834,0.664470614402114,0.8664387580088524,-0.10282,-0.14299,0.9,0.93,-0.16454531379451665,0.16454531379451665,0.3449545422653042,0.20196814360673843,0.10661442984137826,0.05049203590168472,0
769,GU5yyXZ0,scatter,29547,Yearly income_Height,2,0.005091658115804698,-0.040858090217198266,0.051041406448807836,-0.017515518148289555,-0.6156634003824504,0.5806323640858713,-0.02261,1.1044,0.0,0.15,-0.16751551814828955,0.16751551814828955,0.09189949666600611,1.1962957644683216,0.02297487416650157,0.2990739411170804,0
770,GaE23ZWa,scatter,21381,Exercise amount_Body weight,2,0.311728732342347,0.311728732342347,0.311728732342347,-1.0,-1.0,0.24503972292598866,-1.31173,1.24504,-0.4,-0.38,-0.62,0.62,0.0,1.2450397229259886,0.001,0.6225198614629943,0
771,GaE23ZWa,line,7480,Government spending_Budget deficit,9,1.0,0.5776642595289043,1.0,1.0,0.7657785196490854,1.0,0.0,-0.18811,0.9,0.88,0.12,0.12,0.4223357404710957,0.2342214803509146,0.21116787023554784,0.1171107401754573,0
772,GaE23ZWa,line,9590,Immigrant population_Economic growth,8,0.7631917139875708,0.14290254123655988,1.0,0.5532926638274451,-1.0,1.0,-0.2099,1.1429,0.4,0.24,0.31329266382744514,0.31329266382744514,0.8570974587634401,2.0,0.31014458637550546,0.7766463319137226,0
773,GaE23ZWa,line,10039,Income tax rate_Poverty rate,7,0.7668915947722124,0.21999089655628626,1.0,-0.0009385057495543414,-0.735175691495273,0.7332986799961643,-0.76783,0.68847,0.0,-0.05,0.04906149425044566,0.04906149425044566,0.7800091034437138,1.4684743714914372,0.27345034910796306,0.3671185928728593,0
774,GaE23ZWa,line,14507,Labor union participation_Corporate profits,5,-0.3979212673287072,-0.7317961402070805,-0.06404639445033378,-1.0,-1.0,0.3166211267460788,-0.60208,0.64887,-0.4,-0.45,-0.55,0.55,0.6677497457567467,1.3166211267460788,0.1669374364391867,0.6583105633730394,0
775,GaE23ZWa,scatter,22546,Temperature_Crime rate,4,0.4812699985820987,-0.3588440164863069,1.0,0.7214916157890987,0.12933371225257062,1.0,0.24022,-0.48818,0.4,0.57,0.15149161578909875,0.15149161578909875,1.358844016486307,0.8706662877474294,0.42005700753420283,0.29607895176826404,0
776,GaE23ZWa,scatter,17373,Temperature_Sales of Mittens,1,0.9805246736663512,0.8120499910315804,1.0,-0.8054010708341555,-1.0,-0.6108021416683107,-1.78593,0.20125,-0.9,-0.89,0.08459892916584455,0.08459892916584455,0.18795000896841962,0.3891978583316893,0.08423734131738542,0.09729946458292238,0
777,GaE23ZWa,line,11876,Vaccination rate_Rate of illness,6,-0.8802930494588681,-1.0,-0.7460844324903386,-0.9464390368310259,-1.0,-0.5869628431889304,-0.06615,0.15912,-0.9,-0.93,-0.016439036831025877,0.016439036831025877,0.2539155675096614,0.41303715681106956,0.06710430848426474,0.17973809682104774,0
778,GaE23ZWa,scatter,7847,Weight_Price,3,0.04829644677523648,-0.22202146319740226,0.3186143567478752,0.9014004481058686,0.19855431722914085,1.0,0.8531,0.26081,0.9,0.93,-0.028599551894131436,0.028599551894131436,0.5406358199452774,0.8014456827708591,0.13515895498631936,0.3514230654383639,0
779,GaE23ZWa,scatter,23346,Yearly income_Height,0,0.3231800734519299,-0.3536398530961403,1.0,0.016077599693935296,-0.916472703557658,0.9486279029455288,-0.3071,0.51146,0.0,0.15,-0.1339224003060647,0.1339224003060647,1.3536398530961402,1.8651006065031868,0.3384099632740351,0.46627515162579675,0
780,GhCaq6sR,line,11133,Exercise amount_Body weight,7,-0.8000846052477628,-0.8149602838728414,-0.7852089266226845,-0.4662108490393582,-0.4662108490393582,-0.4662108490393582,0.33387,-0.02975,-0.4,-0.38,-0.08621084903935822,0.08621084903935822,0.029751357250156873,0.0,0.007437839312539274,0.001,0
781,GhCaq6sR,scatter,18087,Government spending_Budget deficit,1,-0.6959849424989897,-0.7320301515464331,-0.6599397334515464,0.6568227065444603,0.6379937359763415,0.6756516771125791,1.35281,-0.03443,0.9,0.88,-0.22317729345553972,0.22317729345553972,0.0720904180948867,0.03765794113623766,0.01802260452372173,0.009414485284059415,0
782,GhCaq6sR,scatter,36774,Immigrant population_Economic growth,0,-0.8836447638937728,-0.8838337826248392,-0.8834557451627063,-1.0,-1.0,-0.7045906086613349,-0.11636,0.29503,0.4,0.24,-1.24,1.24,0.00037803746213294076,0.29540939133866506,0.001,0.14770469566933253,0
783,GhCaq6sR,scatter,25008,Income tax rate_Poverty rate,2,0.6095538097560109,0.5081933530173071,0.7109142664947146,0.4535024347308807,0.212142628051214,0.6948622414105479,-0.15605,0.28,0.0,-0.05,0.5035024347308807,0.5035024347308807,0.2027209134774075,0.4827196133593339,0.05068022836935193,0.12067990333983358,0
784,GhCaq6sR,scatter,13866,Labor union participation_Corporate profits,4,0.6377306552328623,0.4929876072946817,0.7824737031710431,-0.3475783096714862,-0.34937863924584084,-0.3457779800971315,-0.98531,-0.28589,-0.4,-0.45,0.10242169032851384,0.10242169032851384,0.2894860958763614,0.0036006591487093287,0.07237152396909041,0.001,0
785,GhCaq6sR,line,11740,Temperature_Crime rate,8,-0.6790635358127789,-0.7011078727223423,-0.6570191989032157,0.597516701247804,0.513456383907791,0.6815770185878167,1.27658,0.12403,0.4,0.57,0.027516701247804032,0.027516701247804032,0.04408867381912662,0.1681206346800257,0.011022168454781711,0.04203015867000648,0
786,GhCaq6sR,line,11165,Temperature_Sales of Mittens,5,1.0,0.9555401723012727,1.0,-0.5792562707860105,-0.7213950103404954,-0.4371175312315257,-1.57926,0.23982,-0.9,-0.89,0.3107437292139895,0.3107437292139895,0.04445982769872725,0.28427747910896967,0.022229913849363625,0.07106936977724243,0
787,GhCaq6sR,scatter,18276,Vaccination rate_Rate of illness,3,0.593720306352761,0.5255240750607444,0.6619165376447773,-0.6809235807888632,-0.7433392309995202,-0.6185079305782066,-1.27464,-0.01156,-0.9,-0.93,0.24907641921113688,0.24907641921113688,0.13639246258403293,0.12483130042131352,0.03409811564600829,0.03120782510532849,0
788,GhCaq6sR,line,10855,Weight_Price,9,-0.9019110341946694,-1.0,-0.8038220683893389,0.8252319097777767,0.6949236472542806,0.9555401723012727,1.72714,0.06444,0.9,0.93,-0.10476809022222333,0.10476809022222333,0.1961779316106611,0.2606165250469922,0.049044482902665276,0.06515413126174807,0
789,GhCaq6sR,line,11786,Yearly income_Height,6,-0.8132202735359455,-0.8596404594858067,-0.7668000875860843,0.20547947077095352,0.14521446382419634,0.2657444777177109,1.0187,0.02769,0.0,0.15,0.055479470770953526,0.055479470770953526,0.09284037189972238,0.12053001389351459,0.023210092974930596,0.030132503473378702,0
790,Gk1jf1rf,band,13846,Exercise amount_Body weight,6,-0.16209742501109842,-0.5019439409336801,0.17774909091148314,-0.6375822481011473,-1.0,0.6601793579569122,-0.47548,0.98049,-0.4,-0.38,-0.25758224810114727,0.25758224810114727,0.6796930318451633,1.6601793579569122,0.16992325796129085,0.6488808030290297,1
791,Gk1jf1rf,scatter,17144,Government spending_Budget deficit,1,0.8059932619554036,0.2855612293462837,1.0,0.8133803366965386,0.38118458123327215,1.0,0.00739,-0.09562,0.9,0.88,-0.06661966330346136,0.06661966330346136,0.7144387706537163,0.6188154187667279,0.2602160163045599,0.21609787773163325,1
792,Gk1jf1rf,scatter,5661,Immigrant population_Economic growth,3,0.7376967294898698,0.2741533357521395,1.0,0.6767439889485862,-1.0,1.0,-0.06095,1.27415,0.4,0.24,0.43674398894858624,0.43674398894858624,0.7258466642478605,2.0,0.23177169686886512,0.8383719944742931,1
793,Gk1jf1rf,scatter,7917,Income tax rate_Poverty rate,4,0.984198618955752,0.7433641792907937,1.0,0.024199628574963272,-0.9516007428500736,1.0,-0.96,1.69496,0.0,-0.05,0.07419962857496328,0.07419962857496328,0.2566358207092063,1.9516007428500735,0.12041721983247916,0.4879001857125184,1
794,Gk1jf1rf,scatter,8619,Labor union participation_Corporate profits,2,-1.0,-1.0,-0.8822995907073183,-1.0,-1.0,-0.38228533169254,0.0,0.50001,-0.4,-0.45,-0.55,0.55,0.11770040929268166,0.61771466830746,0.05885020464634083,0.30885733415373,1
795,Gk1jf1rf,band,7087,Temperature_Crime rate,9,0.30683977976621546,-0.244824065486456,0.8585036250188871,0.4928034245279096,0.18030023675297224,0.8053066123028474,0.18596,-0.47832,0.4,0.57,-0.07719657547209036,0.07719657547209036,1.103327690505343,0.6250063755498751,0.2758319226263358,0.1562515938874689,1
796,Gk1jf1rf,band,20810,Temperature_Sales of Mittens,7,-1.0,-1.0,-1.0,-1.0,-1.0,-0.9277575573427774,0.0,0.07224,-0.9,-0.89,-0.10999999999999999,0.10999999999999999,0.0,0.07224244265722257,0.001,0.036121221328611286,1
797,Gk1jf1rf,scatter,12446,Vaccination rate_Rate of illness,0,-1.0,-1.0,-0.7994518052786745,-1.0,-1.0,-1.0,0.0,-0.20055,-0.9,-0.93,-0.06999999999999995,0.06999999999999995,0.20054819472132546,0.0,0.10027409736066273,0.001,1
798,Gk1jf1rf,band,6721,Weight_Price,5,1.0,0.9440917339406458,1.0,0.9911035735457232,0.9597874186246148,1.0,-0.0089,-0.0157,0.9,0.93,0.061103573545723155,0.061103573545723155,0.05590826605935417,0.04021258137538519,0.027954133029677086,0.0156580774605542,1
799,Gk1jf1rf,band,3745,Yearly income_Height,8,-0.03686159797279753,-0.05085033843257975,-0.022872857513015654,-0.022366553906705944,-0.8261708121666531,0.7814377043532412,0.0145,1.57963,0.0,0.15,-0.17236655390670594,0.17236655390670594,0.027977480919564097,1.6076085165198943,0.006994370229891109,0.4019021291299736,1
800,GnONns6J,scatter,8679,Exercise amount_Body weight,3,0.7705034967706239,-0.7959392234591878,1.0,1.0,0.2285775768867393,1.0,0.2295,-1.02452,-0.4,-0.38,1.38,1.38,1.7959392234591878,0.7714224231132607,0.7832213601149058,0.38571121155663035,0
801,GnONns6J,line,73427,Government spending_Budget deficit,6,0.7070224960911111,-0.1196725443020928,1.0,-0.7550835023001259,-1.0,-0.21468037648734573,-1.46211,-0.33435,0.9,0.88,-1.6350835023001258,1.6350835023001258,1.1196725443020927,0.7853196235126543,0.413347520196602,0.2702015629063901,0
802,GnONns6J,line,27413,Immigrant population_Economic growth,7,-0.8533851055628279,-1.0,0.2546852206940886,-0.05564801937123831,-1.0,0.8887039612575234,0.79774,0.63402,0.4,0.24,-0.2956480193712383,0.2956480193712383,1.2546852206940886,1.8887039612575234,0.5540351631284582,0.47217599031438084,0
803,GnONns6J,line,16568,Income tax rate_Poverty rate,8,-1.0,-1.0,1.0,0.1421225495591545,-0.715754900881691,1.0,1.14212,-0.28425,0.0,-0.05,0.19212254955915448,0.19212254955915448,2.0,1.715754900881691,1.0,0.42893872522042276,0
804,GnONns6J,line,62933,Labor union participation_Corporate profits,5,-0.6326349075944879,-1.0,1.0,-0.4793554835871924,-1.0,0.7768731087558194,0.15328,-0.22313,-0.4,-0.45,-0.029355483587192366,0.029355483587192366,2.0,1.7768731087558194,0.816317453797244,0.6281142961715058,0
805,GnONns6J,scatter,10694,Temperature_Crime rate,0,0.7196527323132103,-1.0,1.0,0.7167682162721349,0.18896640820583774,1.0,-0.00288,-1.18897,0.4,0.57,0.146768216272135,0.146768216272135,2.0,0.8110335917941622,0.8598263661566051,0.2639009040331486,0
806,GnONns6J,scatter,173413,Temperature_Sales of Mittens,2,-0.4474751131828769,-0.9913287220818436,0.09637849571608957,0.17557566211811548,-0.4306835676814406,0.7818348919176716,0.62305,0.12481,-0.9,-0.89,1.0655756621181154,1.0655756621181154,1.0877072177979332,1.2125184595991123,0.27192680444948336,0.3031296148997781,0
807,GnONns6J,line,5085,Vaccination rate_Rate of illness,9,1.0,0.047292992579354376,1.0,0.8676834458168117,-0.14369114159221358,1.0,-0.13232,0.19098,-0.9,-0.93,1.7976834458168116,1.7976834458168116,0.9527070074206456,1.1436911415922135,0.4763535037103228,0.5056872937045126,0
808,GnONns6J,scatter,10213,Weight_Price,4,-0.7245561592092241,-1.0,0.3563415273121784,-1.0,-1.0,1.0,-0.27544,0.64366,0.9,0.93,-1.9300000000000002,1.9300000000000002,1.3563415273121784,2.0,0.5404488432607013,1.0,0
809,GnONns6J,scatter,7951,Yearly income_Height,1,-0.8698563563508988,-1.0,0.7126602860115989,0.5264453360306199,0.2659407607148732,0.7869499113463669,1.3963,-1.19165,0.0,0.15,0.3764453360306199,0.3764453360306199,1.712660286011599,0.5210091506314938,0.7912583211812488,0.1302522876578735,0
810,GqyTaUqS,scatter,14590,Exercise amount_Body weight,2,0.8844962266099821,0.8844962266099821,0.8844962266099821,-0.8452695958628782,-0.8452695958628782,-0.8452695958628782,-1.72977,0.0,-0.4,-0.38,-0.4652695958628782,0.4652695958628782,0.0,0.0,0.001,0.001,0
811,GqyTaUqS,line,10813,Government spending_Budget deficit,6,0.3705180035916371,0.3705180035916371,0.3705180035916371,1.0,1.0,1.0,0.62948,0.0,0.9,0.88,0.12,0.12,0.0,0.0,0.001,0.001,0
812,GqyTaUqS,line,12920,Immigrant population_Economic growth,9,-0.19777669352273186,-0.19777669352273186,-0.19777669352273186,0.3872426466569985,0.3872426466569985,0.3872426466569985,0.58502,0.0,0.4,0.24,0.1472426466569985,0.1472426466569985,0.0,0.0,0.001,0.001,0
813,GqyTaUqS,line,15064,Income tax rate_Poverty rate,7,-0.11899385126395035,-0.11899385126395035,-0.11899385126395035,0.1644073516398612,0.1644073516398612,0.1644073516398612,0.2834,0.0,0.0,-0.05,0.2144073516398612,0.2144073516398612,0.0,0.0,0.001,0.001,0
814,GqyTaUqS,line,13757,Labor union participation_Corporate profits,5,-0.4901252597525987,-0.4901252597525987,-0.4901252597525987,-0.8541828869830956,-0.8704341278765821,-0.8379316460896093,-0.36406,0.0325,-0.4,-0.45,-0.4041828869830956,0.4041828869830956,0.0,0.03250248178697279,0.001,0.008125620446743254,0
815,GqyTaUqS,scatter,3866,Temperature_Crime rate,4,-1.0,-1.0,-1.0,0.5370136100248575,0.5370136100248575,0.5370136100248575,1.53701,0.0,0.4,0.57,-0.03298638997514247,0.03298638997514247,0.0,0.0,0.001,0.001,0
816,GqyTaUqS,scatter,7063,Temperature_Sales of Mittens,3,-1.0,-1.0,-1.0,-0.9758685800937464,-0.9758685800937464,-0.9758685800937464,0.02413,0.0,-0.9,-0.89,-0.08586858009374643,0.08586858009374643,0.0,0.0,0.001,0.001,0
817,GqyTaUqS,line,12989,Vaccination rate_Rate of illness,8,-0.35886122696087464,-0.35886122696087464,-0.35886122696087464,-0.5686364918764877,-0.5686364918764877,-0.5686364918764877,-0.20978,0.0,-0.9,-0.93,0.36136350812351237,0.36136350812351237,0.0,0.0,0.001,0.001,0
818,GqyTaUqS,scatter,22401,Weight_Price,0,0.8382843634889863,0.6400594898632701,1.0,1.0,1.0,1.0,0.16172,-0.35994,0.9,0.93,0.06999999999999995,0.06999999999999995,0.3599405101367299,0.0,0.09911243681285808,0.001,0
819,GqyTaUqS,scatter,6720,Yearly income_Height,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.15,-1.15,1.15,0.0,0.0,0.001,0.001,0
820,HKhosEJP,scatter,16120,Exercise amount_Body weight,1,-0.6192813045082846,-0.9157662686379008,-0.3227963403786683,-0.8280572242698616,-1.0,-0.0780918706516811,-0.20878,0.32894,-0.4,-0.38,-0.4480572242698616,0.4480572242698616,0.5929699282592324,0.9219081293483189,0.14824248206480814,0.37498267680909025,0
821,HKhosEJP,line,8398,Government spending_Budget deficit,5,1.0,0.7842236408967849,1.0,0.9872201438638084,0.3864993779346056,1.0,-0.01278,0.39772,0.9,0.88,0.1072201438638084,0.1072201438638084,0.21577635910321513,0.6135006220653945,0.10788817955160757,0.30036038296460144,0
822,HKhosEJP,line,12297,Immigrant population_Economic growth,9,0.6081603951388166,0.08819880874413255,1.0,0.35625843004295094,-0.5538501635554023,1.0,-0.2519,0.64205,0.4,0.24,0.11625843004295094,0.11625843004295094,0.9118011912558674,1.5538501635554023,0.259980793197342,0.45505429679917664,0
823,HKhosEJP,line,10491,Income tax rate_Poverty rate,8,-0.4885287981014793,-0.9045701120113988,-0.07248748419156015,-0.020985379379342584,-1.0,0.9580292412413148,0.46754,1.12595,0.0,-0.05,0.02901462062065742,0.02901462062065742,0.8320826278198387,1.9580292412413147,0.20802065695495975,0.4895073103103287,0
824,HKhosEJP,line,13887,Labor union participation_Corporate profits,6,-0.7598889867712184,-1.0,-0.519777973542437,-1.0,-1.0,-0.5423641371125907,-0.24011,-0.02259,-0.4,-0.45,-0.55,0.55,0.48022202645756296,0.4576358628874093,0.1200555066143908,0.22881793144370466,0
825,HKhosEJP,scatter,19799,Temperature_Crime rate,4,0.32929979114629826,-0.2290861258228637,0.8876857081154601,0.8102380971809426,0.17424612232563907,1.0,0.48094,-0.29102,0.4,0.57,0.2402380971809427,0.2402380971809427,1.1167718339383237,0.8257538776743609,0.279192958484581,0.3179959874276518,0
826,HKhosEJP,scatter,28224,Temperature_Sales of Mittens,0,1.0,0.9349782088625368,1.0,-1.0,-1.0,-0.8893829911013553,-2.0,0.0456,-0.9,-0.89,-0.10999999999999999,0.10999999999999999,0.0650217911374632,0.11061700889864468,0.0325108955687316,0.05530850444932234,0
827,HKhosEJP,line,10141,Vaccination rate_Rate of illness,7,-1.0,-1.0,-0.8465049601754508,-1.0,-1.0,-0.8001284697683655,0.0,0.04638,-0.9,-0.93,-0.06999999999999995,0.06999999999999995,0.15349503982454915,0.1998715302316345,0.07674751991227458,0.09993576511581725,0
828,HKhosEJP,scatter,14209,Weight_Price,2,1.0,0.6947007200359483,1.0,1.0,0.7212355323468589,1.0,0.0,-0.02653,0.9,0.93,0.06999999999999995,0.06999999999999995,0.3052992799640517,0.2787644676531411,0.15264963998202585,0.13938223382657056,0
829,HKhosEJP,scatter,11783,Yearly income_Height,3,0.16021157704103572,-0.3675818909960142,0.6880050450780857,-0.001109377832082481,-1.0,0.9977812443358351,-0.16132,0.94219,0.0,0.15,-0.15110937783208248,0.15110937783208248,1.0555869360741,1.9977812443358351,0.263896734018525,0.49944531108395884,0
830,HMrFLTYZ,scatter,8097,Exercise amount_Body weight,3,-0.3993844105526598,-0.570354035294121,-0.22841478581119845,-1.0,-1.0,-0.39600316527686297,-0.60062,0.26206,-0.4,-0.38,-0.62,0.62,0.34193924948292254,0.603996834723137,0.08548481237073066,0.3019984173615685,1
831,HMrFLTYZ,band,8641,Government spending_Budget deficit,8,0.4389325048765125,0.2481205648236713,0.6297444449293534,0.8673131717237059,0.8016297939396724,0.9329965495077392,0.42838,-0.25026,0.9,0.88,-0.012686828276294082,0.012686828276294082,0.38162388010568216,0.13136675556806687,0.09540597002642058,0.032841688892016774,1
832,HMrFLTYZ,band,5735,Immigrant population_Economic growth,9,0.6097979203782504,0.2202545992921148,0.9993412414643864,0.25566477309262226,0.07763580651560531,0.4336937396696394,-0.35413,-0.42303,0.4,0.24,0.015664773092622264,0.015664773092622264,0.7790866421722716,0.3560579331540341,0.194771660543068,0.08901448328850858,1
833,HMrFLTYZ,band,7939,Income tax rate_Poverty rate,5,-0.7323368383339441,-1.0,-0.4378995345966623,-0.36264588849085294,-0.5935591162093996,-0.1317326607723064,0.36969,-0.10027,0.0,-0.05,-0.31264588849085295,0.31264588849085295,0.5621004654033377,0.4618264554370932,0.14721865186864092,0.11545661385927333,1
834,HMrFLTYZ,band,7302,Labor union participation_Corporate profits,6,0.028584102808295375,-0.8052313618861566,0.8623995675027478,-0.8198009426664865,-1.0,-0.516588102115757,-0.84839,-1.18422,-0.4,-0.45,-0.3698009426664865,0.3698009426664865,1.6676309293889044,0.483411897884243,0.4169077323472262,0.15160642027536475,1
835,HMrFLTYZ,scatter,14473,Temperature_Crime rate,2,0.2388233637432153,-0.05460089976354565,0.5322476272499765,0.671573342439671,0.2673344609590833,1.0,0.43275,0.14582,0.4,0.57,0.10157334243967109,0.10157334243967109,0.5868485270135222,0.7326655390409167,0.1467121317533806,0.20211944074029387,1
836,HMrFLTYZ,scatter,10410,Temperature_Sales of Mittens,1,-0.8589165277297389,-0.9400234387354202,-0.7778096167240579,-0.950265056835408,-1.0,-0.8675086941158028,-0.09135,-0.02972,-0.9,-0.89,-0.06026505683540795,0.06026505683540795,0.16221382201136225,0.13249130588419722,0.04055345550284062,0.04137818135980259,1
837,HMrFLTYZ,band,6470,Vaccination rate_Rate of illness,7,0.8454039997840109,0.6701555572902906,1.0,-0.9978141993256564,-1.0,-0.8322382509480863,-1.84322,-0.16208,-0.9,-0.93,-0.06781419932565635,0.06781419932565635,0.32984444270970936,0.16776174905191366,0.08762422124686015,0.08278797418878503,1
838,HMrFLTYZ,scatter,12612,Weight_Price,0,0.7525625589747285,0.5940609209622152,0.9110641969872412,0.8681991402408635,0.8488787775722686,0.8875195029094585,0.11564,-0.27836,0.9,0.93,-0.06180085975913652,0.06180085975913652,0.317003276025026,0.038640725337189874,0.07925081900625663,0.009660181334297469,1
839,HMrFLTYZ,scatter,12029,Yearly income_Height,4,0.2476272208817716,-0.32760499084928,0.8228594326128233,0.07168346163768803,-0.5368007339645451,0.6801676572399211,-0.17594,0.0665,0.0,0.15,-0.07831653836231196,0.07831653836231196,1.1504644234621033,1.2169683912044662,0.2876161058655259,0.30424209780111655,1
840,HSantMsU,hop,5257,Exercise amount_Body weight,6,0.16473129114918073,-0.9409021503342978,1.0,0.04988882745669754,-1.0,1.0,-0.11484,0.0591,-0.4,-0.38,0.42988882745669754,0.42988882745669754,1.9409021503342978,2.0,0.5528167207417393,0.5249444137283488,1
841,HSantMsU,scatter,3988,Government spending_Budget deficit,2,0.3866403463436816,-0.5672483529572789,1.0,-0.00159115081469835,-0.5451955826880805,0.542013281058684,-0.38823,-0.48004,0.9,0.88,-0.8815911508146983,0.8815911508146983,1.567248352957279,1.0872088637467645,0.47694434965048027,0.2718022159366912,1
842,HSantMsU,scatter,5233,Immigrant population_Economic growth,3,-0.2508260270244498,-0.7611513758865383,0.2594993218376387,-0.08120291962501941,-0.8185005047429521,0.6560946654929132,0.16962,0.45394,0.4,0.24,-0.3212029196250194,0.3212029196250194,1.020650697724177,1.4745951702358653,0.25516267443104423,0.3686487925589663,1
843,HSantMsU,scatter,3740,Income tax rate_Poverty rate,1,-1.0,-1.0,0.574324428176386,0.34047217621336245,-0.6781071741965019,1.0,1.34047,0.10378,0.0,-0.05,0.39047217621336244,0.39047217621336244,1.574324428176386,1.678107174196502,0.787162214088193,0.5092896752049322,1
844,HSantMsU,scatter,3569,Labor union participation_Corporate profits,0,0.11892821470025572,-0.549510803341458,0.7873672327419692,-0.0027240855841141327,-0.6313017907430047,0.6258536195747764,-0.12165,-0.07972,-0.4,-0.45,0.4472759144158859,0.4472759144158859,1.3368780360834271,1.257155410317781,0.33421950902085684,0.31428885257944533,1
