,congruent,diffBelief,diffBeliefAbs,diffUncertainty,diffUncertaintyAbs,nDataShown,postBelief,postUncertainty,postUncertaintyLower,postUncertaintyUpper,preBelief,preUncerainty,preUncertaintyLower,preUncertaintyUpper,usertoken,varindex,vars,visGroup
1275,false,-0.14513075498999983,0.14513075498999983,-0.14644758202763963,0.14644758202763963,10,0.7158748475830912,0.5177021952702678,0.45702374994795725,0.9747259452182251,0.5707440925930913,0.3712546132426282,0.38511678597177723,0.7563713992144054,SW8mna7i,8,"Homeless population
Uninsured population",band
1276,false,-0.0031943860245517985,0.0031943860245517985,0.00034636398488085973,0.00034636398488085973,100,0.2628792092608585,0.628808656151864,-0.05152511881507338,0.5772835373367906,0.2596848232363067,0.6291550201367448,-0.05489268683206583,0.574262333304679,SW8mna7i,9,"Minimum wage
Unemployment rate",band
1277,true,-0.0982039773943395,0.0982039773943395,0.19640795478867923,0.19640795478867923,10,0.7413378162562505,0.5173243674874988,0.48267563251250123,1,0.643133838861911,0.713732322276178,0.286267677723822,1,SW8mna7i,10,"Parental income
Children's SAT scores",band
1278,false,0.05826560515403867,0.05826560515403867,-0.26872044533152273,0.26872044533152273,100,-0.018884088074928362,0.4539496297610867,-0.2458589029554718,0.2080907268056149,0.039381517079110306,0.185229184429564,-0.053233075135671604,0.13199610929389238,SW8mna7i,11,"Number of movies attended
Amount red meat eaten",band
1279,true,-0.0640410693121003,0.0640410693121003,-0.06417137906094528,0.06417137906094528,10,-0.8266715597302816,0.3090123703226608,-0.6721653745689511,-0.9811777448916119,-0.8907126290423819,0.24484099126171555,-0.7551590087382845,-1,SW8mna7i,12,"Hours of TV watched in a month
Number of books read in a month",band
1280,true,0.31843083024676666,0.31843083024676666,0.45254178427272174,0.45254178427272174,100,-0.7634380358329045,0.4203835946656269,-0.5532462385000911,-0.973629833165718,-0.4450072055861378,0.8729253789383487,-0.008544516116963441,-0.8814698950553121,SW8mna7i,13,"Amount of rainfall
Number of sunny days",band
1281,false,-0.017177210133626053,0.017177210133626053,-0.17734046985870133,0.17734046985870133,100,0.16442153154135064,0.4727462853797888,-0.07195161114854365,0.40079467423124515,0.1472443214077246,0.29540581552108747,-0.0004585863528190348,0.29494722916826843,SW8mna7i,14,"Immigrant population
Crime rate",band
1282,false,-1.418272325113124,1.418272325113124,0.04199985744764173,0.04199985744764173,10,0.7756371705318732,0.4487256589362536,0.5512743410637464,1,-0.6426351545812508,0.49072551638389533,-0.3972723963893032,-0.8879979127731985,SW8mna7i,15,"College GPA
Post-college income",band
1283,false,-0.24588370924389746,0.24588370924389746,-0.3634366650855656,0.3634366650855656,100,-0.43729055732133015,1.19849297266274,-1,0.19849297266274002,-0.6831742665652276,0.8350563075771744,-0.16494369242282558,-1,J8deP46U,0,"Number of movies attended
Amount red meat eaten",line
1284,true,-0.11145512193332152,0.11145512193332152,0.8815471329441644,0.8815471329441644,10,-0.6213477693979006,0.8831597962454516,-0.1168402037545484,-1,-0.7328028913312221,1.764706929189616,-1,0.764706929189616,J8deP46U,1,"Hours of TV watched in a month
Number of books read in a month",line
1285,true,0.36054506636798594,0.36054506636798594,0.141779035278498,0.141779035278498,100,-0.8009200917428214,1.0014961679890633,-1,0.0014961679890632684,-0.44037502537483547,1.1432752032675613,-1,0.14327520326756127,J8deP46U,2,"Avg. hours on social media
Avg. hours of sleep",line
1286,false,1.3655352409727706,1.3655352409727706,0.045469792768840334,0.045469792768840334,10,-0.8889963745191924,1.0014524743240036,-1,0.0014524743240036386,0.4765388664535781,1.046922267092844,-0.04692226709284397,1,J8deP46U,3,"Number of religious population
racial diversity",line
1287,false,-1.0102392031538414,1.0102392031538414,-0.057840211992090884,0.057840211992090884,100,0.5018742097280879,0.9962515805438241,0.0037484194561758777,1,-0.5083649934257535,0.9384113685517332,-0.03915930914988669,-0.97757067770162,J8deP46U,4,"Minimum wage
Unemployment rate",line
1288,false,-0.7209284022554432,0.7209284022554432,-0.10603892552284666,0.10603892552284666,10,0.4081607411554893,0.6838260819279349,0.06624770019152182,0.7500737821194567,-0.31276766109995396,0.5777871564050883,-0.023874082897409943,-0.6016612393024983,J8deP46U,5,"Years of education
Income",line
1289,false,1.307112868524619,1.307112868524619,-0.6441187609103882,0.6441187609103882,100,-0.6975441625048031,1.185232023229712,-1,0.185232023229712,0.6095687060198158,0.5411132623193238,0.33901207486015394,0.8801253371794777,J8deP46U,6,"Annual carbon emissions
Global temperature increase",line
1290,true,0.33124495041977164,0.33124495041977164,-0.2893751720789359,0.2893751720789359,100,-0.7511964984915456,1.4914117723118814,-1,0.4914117723118814,-0.41995154807177393,1.2020366002329455,-1,0.20203660023294545,J8deP46U,7,"Amount of rainfall
Number of sunny days",line
1291,true,0.1928606522539269,0.1928606522539269,-0.3857213045078538,0.3857213045078538,100,0.5507150173727402,0.8985699652545198,0.10143003474548018,1,0.7435756696266671,0.512848660746666,0.487151339253334,1,J8deP46U,8,"Avg. hours on social media
Depression severity",line
1292,true,0.04772773502860583,0.04772773502860583,-0.4243874811184165,0.4243874811184165,10,0.06368969500930777,1.2696435120928147,-0.5711320610370996,0.6985114510557151,0.1114174300379136,0.8452560309743982,-0.31121058544928554,0.5340454455251127,J8deP46U,9,"Height
College GPA",line
1293,false,0.9916248053771632,0.9916248053771632,0.07035878539633145,0.07035878539633145,10,-0.49438495401290267,0.9908754798044848,-0.9898226939151451,0.001052785889339658,0.49723985136426063,1.0612342652008162,-0.06123426520081621,1,J8deP46U,10,"Homeless population
Uninsured population",line
1294,true,-0.32271989783532984,0.32271989783532984,0.0,0.0,10,0.7800480843384694,2.0,-1,1,0.45732818650313956,2.0,-1,1,J8deP46U,11,"Number traffic violations
Car insurance premium",line
1295,false,1.3509264426423466,1.3509264426423466,-0.41149430369069373,0.41149430369069373,10,-0.5931263919091263,1.2682191004231325,-1,0.26821910042313246,0.7578000507332203,0.8567247967324387,0.14327520326756127,1,J8deP46U,12,"College GPA
Post-college income",line
1296,true,-0.24328816943967935,0.24328816943967935,0.3674171419060206,0.3674171419060206,100,0.5854792135040188,0.8290415729919625,0.17095842700803754,1,0.3421910440643394,1.196458714897983,-0.2560383133846522,0.9404204015133308,J8deP46U,13,"Proportion of residents in poverty
Crime rate",line
1297,false,-0.8748115051690237,0.8748115051690237,-0.17289495475641203,0.17289495475641203,100,0.7209780473739562,1.2158684770613313,-0.21586847706133133,1,-0.15383345779506752,1.0429735223049192,-0.6753202189475271,0.3676533033573921,J8deP46U,14,"Immigrant population
Crime rate",line
1298,false,0.02430357120176785,0.02430357120176785,-0.30287264690724025,0.30287264690724025,10,0.36502117069255235,0.6159794393040985,0.05703145104050322,0.6730108903446017,0.3893247418943202,0.31310679239685824,0.23277134569589109,0.5458781380927493,e4vl29eg,0,"Years of education
Income",hop
1299,false,-0.35443479634118313,0.35443479634118313,1.0640389636816607,1.0640389636816607,100,0.3385148928766126,0.9359610363183393,-0.12946562528255695,0.8064954110357823,-0.015919903464570506,2.0,-1,1,e4vl29eg,1,"Number of movies attended
Amount red meat eaten",hop
1300,true,-0.10836600694155862,0.10836600694155862,-0.12277789670298977,0.12277789670298977,10,0.8381073068846723,0.3630503895152375,0.6369496104847625,1,0.7297412999431137,0.24027249281224772,0.6096050535369897,0.8498775463492374,e4vl29eg,2,"Parental income
Children's SAT scores",hop
1301,false,0.9015676899819713,0.9015676899819713,-0.5423467714916834,0.5423467714916834,100,-0.19416525455435846,1.1275419006364573,-0.7579362048725873,0.36960569576387003,0.7074024354276129,0.5851951291447739,0.4148048708552261,1,e4vl29eg,3,"Immigrant population
Crime rate",hop
1302,true,0.3304547692632467,0.3304547692632467,-0.3326845462251866,0.3326845462251866,100,0.32585585477099444,1.0200632981567044,-0.18417579430735787,0.8358875038493465,0.6563106240342411,0.6873787519315178,0.31262124806848224,1,e4vl29eg,4,"Avg. hours on social media
Depression severity",hop
1303,true,-0.25265101210178753,0.25265101210178753,0.3303988131132536,0.3303988131132536,10,1,0.17490321109032148,0.8250967889096785,1,0.7473489878982125,0.5053020242035751,0.49469797579642494,1,e4vl29eg,5,"Number traffic violations
Car insurance premium",hop
1304,false,0.6439314610925242,0.6439314610925242,0.4918815434027137,0.4918815434027137,10,-0.004264479153369527,0.22878449271897688,-0.11865672551285794,0.11012776720611894,0.6396669819391547,0.7206660361216906,0.27933396387830944,1,e4vl29eg,6,"Homeless population
Uninsured population",hop
1305,false,1.1088429433151912,1.1088429433151912,0.037037360096594085,0.037037360096594085,100,-0.5722169739717553,0.862054964352535,-0.13794503564746496,-1,0.5366259693434359,0.8990923244491291,0.0870798071188712,0.9861721315680003,e4vl29eg,7,"Annual carbon emissions
Global temperature increase",hop
1306,true,-0.1549391029717584,0.1549391029717584,-0.6334089897566133,0.6334089897566133,100,0.17648759133486847,1.3506697178851619,-0.49884726760771253,0.8518224502774494,0.021548488363110074,0.7172607281285486,-0.3370818757011642,0.38017885242738436,e4vl29eg,8,"Avg. hours on social media
Avg. hours of sleep",hop
1307,false,0.46210753938651766,0.46210753938651766,0.04334554536982038,0.04334554536982038,10,-0.22398299888685397,0.7704865798514093,-0.6092262888125586,0.16126029103885076,0.2381245404996637,0.8138321252212297,-0.16879152211095128,0.6450406031102784,e4vl29eg,9,"College GPA
Post-college income",hop
1308,true,-0.34836824467038685,0.34836824467038685,0.6212870588488626,0.6212870588488626,100,0.7984291707254265,0.40314165854914696,0.596858341450853,1,0.45006092605503967,1.0244287173980096,-0.062153432643965,0.9622752847540446,e4vl29eg,10,"Proportion of residents in poverty
Crime rate",hop
1309,false,0.5115421174408961,0.5115421174408961,0.4788160789211513,0.4788160789211513,10,0.0327583636392339,0.4325829589185888,-0.1835331158200606,0.24904984309852818,0.54430048108013,0.9113990378397401,0.08860096216025992,1,e4vl29eg,11,"Number of religious population
racial diversity",hop
1310,false,1.0048729012488333,1.0048729012488333,-0.6616161924072888,0.6616161924072888,100,-0.7123102717640499,1.4092174636590409,-1,0.4092174636590409,0.2925626294847834,0.7476012712517521,-0.08123800614109267,0.6663632651106595,e4vl29eg,12,"Minimum wage
Unemployment rate",hop
1311,true,0.16338075619130898,0.16338075619130898,-0.17916742726821377,0.17916742726821377,100,-0.5736756804599901,1.4693103852270522,-1,0.46931038522705215,-0.4102949242686811,1.2901429579588384,-1,0.2901429579588384,e4vl29eg,13,"Amount of rainfall
Number of sunny days",hop
1312,true,0.023746135080383812,0.023746135080383812,0.4535082529425156,0.4535082529425156,10,-0.029642676222982223,0.71298357065562,-0.38613446155079223,0.3268491091048278,-0.0058965411425984104,1.1664918235981356,-0.5891424529416662,0.5773493706564694,e4vl29eg,14,"Height
College GPA",hop
1313,true,0.576129417010613,0.576129417010613,-0.461867290435378,0.461867290435378,10,-0.3664066768275101,1.2515613728720887,-0.9921873632635545,0.2593740096085342,0.209722740183103,0.7896940824367107,-0.18512430103525235,0.6045697814014583,e4vl29eg,15,"Hours of TV watched in a month
Number of books read in a month",hop
1314,true,-0.10997186281971438,0.10997186281971438,-0.2892717166299387,0.2892717166299387,100,-0.40031738940853834,0.42700411283558054,-0.1868153329907481,-0.6138194458263286,-0.5102892522282527,0.13773239620564182,-0.4414230541254318,-0.5791554503310736,dxATuqDK,0,"Avg. hours on social media
Depression severity",line
1315,true,0.38655177187665246,0.38655177187665246,-0.12974695579536144,0.12974695579536144,100,-0.6626516773545392,0.6746966452909215,-0.3253033547090784,-1,-0.27609990547788676,0.5449496894955601,-0.0036250607301067106,-0.5485747502256668,dxATuqDK,1,"Avg. hours on social media
Avg. hours of sleep",line
1316,false,-0.9814759387655259,0.9814759387655259,0.21167995696729802,0.21167995696729802,100,0.830294267949832,1.4859567014013142,-0.4859567014013142,1,-0.1511816708156939,1.6976366583686122,-1,0.6976366583686122,dxATuqDK,2,"Minimum wage
Unemployment rate",line
1317,false,-1.2993674459143894,1.2993674459143894,0.6880592020741563,0.6880592020741563,10,0.920482035782342,0.3842023015958349,0.6157976984041651,1,-0.3788854101320473,1.0722615036699912,-0.9150161619670427,0.15724534170294846,dxATuqDK,3,"Number of religious population
racial diversity",line
1318,true,0.0,0.0,0.13347704389606618,0.13347704389606618,10,1,0.05370536051578312,0.9462946394842169,1,1,0.1871824044118493,0.8128175955881507,1,dxATuqDK,4,"Hours of TV watched in a month
Number of books read in a month",line
1319,false,0.9293811976354347,0.9293811976354347,-0.6105310012798295,0.6105310012798295,100,-0.9266794974093664,1.4195866757043019,-1,0.41958667570430186,0.0027017002260683043,0.8090556744244723,-0.401826136986168,0.40722953743830437,dxATuqDK,5,"Number of movies attended
Amount red meat eaten",line
1320,false,-1.186882844519042,1.186882844519042,-0.32653652410423306,0.32653652410423306,100,0.2780431551893059,0.508857145444761,0.023614582466925382,0.5324717279116864,-0.9088396893297361,0.18232062134052796,-0.817679378659472,-1,dxATuqDK,6,"Annual carbon emissions
Global temperature increase",line
1321,true,0.3692315041340224,0.3692315041340224,-0.47328977128457894,0.47328977128457894,100,0.6307684958659776,0.6047275878710365,0.32840470193045923,0.9331322898014958,1,0.1314378165864576,0.8685621834135424,1,dxATuqDK,7,"Amount of rainfall
Number of sunny days",line
1322,true,-0.057963696288009015,0.057963696288009015,0.3108304568926348,0.3108304568926348,10,-0.8468637932327465,0.0795199826922055,-0.8071038018866439,-0.8866237845788494,-0.9048274895207555,0.3903504395848403,-0.6096495604151597,-1,dxATuqDK,8,"Number traffic violations
Car insurance premium",line
1323,false,-0.9830039438814777,0.9830039438814777,-0.43006069079962006,0.43006069079962006,100,0.23582225813067015,0.8584688152732471,-0.1934121495059533,0.6650566657672938,-0.7471816857508076,0.4284081244736271,-0.532977623513994,-0.9613857479876211,dxATuqDK,9,"Immigrant population
Crime rate",line
1324,false,-1.1886020165179232,1.1886020165179232,-0.7917006508270221,0.7917006508270221,10,0.31616129265878246,1.0562596383402139,-0.21196852651132447,0.8442911118288894,-0.8724407238591407,0.26455898751319173,-0.7354410124868083,-1,dxATuqDK,10,"Homeless population
Uninsured population",line
1325,false,-0.9256117603394185,0.9256117603394185,-0.31164413141498604,0.31164413141498604,10,0.4972935730290595,1.005412853941881,-0.005412853941881013,1,-0.428318187310359,0.6937687225268949,-0.08143382604691146,-0.7752025485738063,dxATuqDK,11,"College GPA
Post-college income",line
1326,true,-0.30456911637932205,0.30456911637932205,-0.2813260739611463,0.2813260739611463,10,0.30645564988455787,1.018167250382727,-0.20262797530680565,0.8155392750759214,0.0018865335052358212,0.7368411764215808,-0.3665340547055545,0.3703071217160263,dxATuqDK,12,"Height
College GPA",line
1327,false,-0.34025055085306044,0.34025055085306044,-0.07211747719812944,0.07211747719812944,10,-0.3823936921975688,0.2965788560968159,-0.23410426414916086,-0.5306831202459767,-0.7226442430506292,0.22446137889868645,-0.610413553601286,-0.8348749324999725,dxATuqDK,13,"Years of education
Income",line
1328,true,-0.3489834787224506,0.3489834787224506,-0.3655065698464861,0.3655065698464861,100,0.5493896588146134,0.9012206823707731,0.09877931762922687,1,0.20040618009216282,0.535714112524287,-0.06745087616998063,0.46826323635430644,dxATuqDK,14,"Proportion of residents in poverty
Crime rate",line
1329,true,0.11740408577806472,0.11740408577806472,0.14893613820007157,0.14893613820007157,10,0.011303321162486446,0.3696643905494763,-0.17352887411225182,0.1961355164372245,0.12870740694055116,0.5186005287495479,-0.13059285743422283,0.3880076713153251,dxATuqDK,15,"Parental income
Children's SAT scores",line
1330,false,0.2645621004880985,0.2645621004880985,0.18573535067970132,0.18573535067970132,10,0.17090551294056766,0.434300174827096,-0.046244574472980415,0.38805560035411557,0.43546761342866613,0.6200355255067973,0.12544985067526748,0.7454853761820648,SHzpWvCU,0,"Number of religious population
racial diversity",line
1331,false,-0.8121082400588457,0.8121082400588457,-0.08949289469066463,0.08949289469066463,100,0.6108231779037547,0.2765411969339311,0.4725525794367893,0.7490937763707204,-0.201285062155091,0.18704830224326646,-0.10776091103345792,-0.2948092132767244,SHzpWvCU,1,"Minimum wage
Unemployment rate",line
1332,false,-0.4391196399734599,0.4391196399734599,-0.2987274741415841,0.2987274741415841,100,0.2303780267175215,0.37963469499192737,0.040560679221557816,0.4201953742134852,-0.20874161325593837,0.08090722085034324,-0.16828800283076673,-0.24919522368110997,SHzpWvCU,2,"Immigrant population
Crime rate",line
1333,false,0.9268962222463568,0.9268962222463568,0.3326988008280398,0.3326988008280398,100,-0.47723712305205485,0.2798900513599618,-0.3372920973720739,-0.6171821487320357,0.4496590991943019,0.6125888521880016,0.1433646731003011,0.7559535252883027,SHzpWvCU,3,"Number of movies attended
Amount red meat eaten",line
1334,false,-0.5370169051868294,0.5370169051868294,-0.0791796783294898,0.0791796783294898,10,-0.1719917211004265,0.17301502179843986,-0.08548421020120656,-0.2584992319996464,-0.7090086262872559,0.09383534346895006,-0.6620909545527809,-0.755926298021731,SHzpWvCU,4,"Homeless population
Uninsured population",line
1335,false,1.1217567593574655,1.1217567593574655,-0.11240887304116992,0.11240887304116992,100,-0.4971851611209672,0.195119928483867,-0.3996251968790338,-0.5947451253629008,0.6245715982364983,0.08271105544269708,0.5832160705151497,0.6659271259578468,SHzpWvCU,5,"Annual carbon emissions
Global temperature increase",line
1336,true,0.010416130310033633,0.010416130310033633,-0.2086764309118483,0.2086764309118483,100,0.24181485029177252,0.3501846820253378,0.06672250927910373,0.41690719130444154,0.25223098060180615,0.14150825111348952,0.1814768550450614,0.3229851061585509,SHzpWvCU,6,"Avg. hours on social media
Depression severity",line
1337,true,-0.4715092014083262,0.4715092014083262,-0.5844958654091368,0.5844958654091368,10,0.5220967608159728,0.934314572708326,0.05493947446180991,0.9892540471701359,0.05058755940764659,0.34981870729918924,-0.12432179424194795,0.2254969130572413,SHzpWvCU,7,"Height
College GPA",line
1338,true,-0.22665168962968152,0.22665168962968152,0.009798309174474495,0.009798309174474495,100,-0.3790230743063483,0.3741420121787429,-0.19195206821697686,-0.5660940803957197,-0.6056747639360298,0.3839403213532174,-0.4137046032594211,-0.7976449246126385,SHzpWvCU,8,"Amount of rainfall
Number of sunny days",line
1339,true,0.029706034296574257,0.029706034296574257,-0.05108843015965858,0.05108843015965858,10,0.4220951177193695,0.38783745886626586,0.22817638828623665,0.6160138471525025,0.45180115201594373,0.3367490287066073,0.28342663766264,0.6201756663692473,SHzpWvCU,9,"Hours of TV watched in a month
Number of books read in a month",line
1340,false,-1.0292427845681826,1.0292427845681826,0.18484160337624828,0.18484160337624828,10,0.5444319164942835,0.20666213086312468,0.441100851062721,0.6477629819258457,-0.48481086807389917,0.39150373423937296,-0.2890590009542127,-0.6805627351935857,SHzpWvCU,10,"College GPA
Post-college income",line
1341,true,-0.24612083112973293,0.24612083112973293,-0.3792550327364159,0.3792550327364159,100,0.6312118174747443,0.7571137940252861,0.2428862059747139,1,0.3850909863450114,0.3778587612888702,0.19616160570057617,0.5740203669894464,SHzpWvCU,11,"Proportion of residents in poverty
Crime rate",line
1342,false,-0.9066561049885478,0.9066561049885478,0.08835018825517388,0.08835018825517388,10,0.5427144270930151,0.2009074961527506,0.4422606790166399,0.6431681751693905,-0.36394167789553267,0.2892576844079245,-0.2193128356915705,-0.508570520099495,SHzpWvCU,12,"Years of education
Income",line
1343,true,0.11120018119790304,0.11120018119790304,0.13047303717332231,0.13047303717332231,100,-0.5912238922346269,0.20045728211473235,-0.4909952511772606,-0.691452533291993,-0.48002371103672387,0.33093031928805466,-0.3145585513926967,-0.6454888706807513,SHzpWvCU,13,"Avg. hours on social media
Avg. hours of sleep",line
1344,true,-0.2685416422330409,0.2685416422330409,-0.04236042885301855,0.04236042885301855,10,-0.2825372525634129,0.2732628080585374,-0.14590584853414418,-0.4191686565926816,-0.5510788947964538,0.23090237920551887,-0.43562770519369437,-0.6665300843992132,SHzpWvCU,14,"Number traffic violations
Car insurance premium",line
1345,true,0.2360186664822208,0.2360186664822208,-0.2570123548733856,0.2570123548733856,100,0.428061449176812,0.4204627576409432,0.21783007035634028,0.6382928279972835,0.6640801156590328,0.16345040276755762,0.582354914275254,0.7458053170428116,nvMdvCEL,0,"Proportion of residents in poverty
Crime rate",hop
1346,false,0.8548280734275471,0.8548280734275471,0.18671845075964555,0.18671845075964555,100,-0.3818791296447311,0.26818289583044996,-0.24778768172950616,-0.5159705775599561,0.47294894378281604,0.4549013465900955,0.24549827048776862,0.7003996170778641,nvMdvCEL,1,"Minimum wage
Unemployment rate",hop
1347,false,0.6849887492918103,0.6849887492918103,-1.4454138401613246,1.4454138401613246,10,0.0921243836682335,1.7869186729973585,-0.8013349528304459,0.9855837201669126,0.7771131329600438,0.34150483283603394,0.6063607165420266,0.9478655493780606,nvMdvCEL,2,"College GPA
Post-college income",hop
1348,false,-1.1750459178909707,1.1750459178909707,0.056125751750487174,0.056125751750487174,10,0.41609462457365876,0.43586674644117496,0.19816125135307128,0.6340279977942462,-0.7589512933173119,0.49199249819166213,-0.5080075018083379,-1,nvMdvCEL,3,"Homeless population
Uninsured population",hop
1349,false,0.9744610020572009,0.9744610020572009,0.3196733982284672,0.3196733982284672,100,-0.694024926499649,0.18536888517954964,-0.6013404839098742,-0.7867093690894238,0.2804360755575519,0.5050422834080168,0.027914933853543378,0.5329572172615602,nvMdvCEL,4,"Immigrant population
Crime rate",hop
1350,false,-0.7694923381108709,0.7694923381108709,-0.18668824210047513,0.18668824210047513,100,0.7683425826488404,0.27207774800402196,0.6323037086468295,0.9043814566508515,-0.001149755462030555,0.08538950590354683,-0.043844508413803995,0.04154499748974283,nvMdvCEL,5,"Number of movies attended
Amount red meat eaten",hop
1351,true,-0.1111338967865314,0.1111338967865314,-0.22226779357306303,0.22226779357306303,10,-0.4682539277942168,1.0634921444115664,-1,0.06349214441156636,-0.5793878245807482,0.8412243508385033,-0.15877564916149667,-1,nvMdvCEL,6,"Parental income
Children's SAT scores",hop
1352,true,-0.2590355252929317,0.2590355252929317,0.02072507744836849,0.02072507744836849,10,-0.7409644747070683,0.3718346159200592,-0.5550471667470387,-0.9268817826670979,-1,0.39255969336842766,-0.6074403066315723,-1,nvMdvCEL,7,"Hours of TV watched in a month
Number of books read in a month",hop
1353,false,-0.5809480502395661,0.5809480502395661,-0.7649931915193884,0.7649931915193884,10,0.0459819178855696,1.3457673285012888,-0.6269017463650748,0.718865582136214,-0.5349661323539965,0.5807741369819004,-0.24457906386304623,-0.8253532008449467,nvMdvCEL,8,"Years of education
Income",hop
1354,true,-0.37216400986827325,0.37216400986827325,0.08187338964394852,0.08187338964394852,100,-0.2273238750770994,0.4874445670147267,-0.47104615858446275,0.016398408430263967,-0.5994878849453726,0.5693179566586752,-0.31482890661603496,-0.8841468632747103,nvMdvCEL,9,"Avg. hours on social media
Avg. hours of sleep",hop
1355,true,-0.17178996496945342,0.17178996496945342,-0.005334105517036836,0.005334105517036836,100,0.41828211438945595,0.391586253609302,0.22248898758480484,0.6140752411941068,0.24649214942000253,0.38625214809226516,0.05336607537387006,0.4396182234661352,nvMdvCEL,10,"Amount of rainfall
Number of sunny days",hop
1356,false,0.8852978145090256,0.8852978145090256,-0.03633579750981575,0.03633579750981575,10,-0.7755479003452963,0.3032729342791991,-0.6239114332056968,-0.9271843674848959,0.10974991416372926,0.26693713676938335,-0.02371865422096242,0.24321848254842093,nvMdvCEL,11,"Number of religious population
racial diversity",hop
1357,true,0.37740392012964064,0.37740392012964064,-0.7548078402592813,0.7548078402592813,10,0.4803206486697087,1.0393587026605826,-0.03935870266058267,1,0.8577245687993493,0.28455086240130134,0.7154491375986987,1,nvMdvCEL,12,"Number traffic violations
Car insurance premium",hop
1358,true,-0.013850052901168253,0.013850052901168253,-1.6138104855366107,1.6138104855366107,10,0.025886408514165238,1.714329836704672,-0.8312785098381708,0.8830513268665012,0.012036355612996985,0.10051935116806138,-0.03822331997103362,0.06229603119702776,nvMdvCEL,13,"Height
College GPA",hop
1359,true,-0.3295703565420818,0.3295703565420818,0.23897312928146275,0.23897312928146275,100,-0.28243800331759705,0.6533744005625752,-0.6091252035988846,0.04424919696369067,-0.6120083598596788,0.892347529844038,-0.10765247015596202,-1,nvMdvCEL,14,"Avg. hours on social media
Depression severity",hop
1360,false,-1.0278361644976013,1.0278361644976013,-0.03987297617817381,0.03987297617817381,100,0.6014184499199839,0.5219524501805206,0.34044222482972364,0.8623946750102442,-0.4264177145776173,0.4820794740023468,-0.18537797757644375,-0.6674574515787906,nvMdvCEL,15,"Annual carbon emissions
Global temperature increase",hop
1361,false,0.0,0.0,-1.8209606822352813,1.8209606822352813,100,1,1.8209606822352813,-0.8209606822352813,1,1,0.0,1,1,wgf4PdTd,0,"Minimum wage
Unemployment rate",hop
1362,true,-0.7474741432803202,0.7474741432803202,-0.21624149453787966,0.21624149453787966,100,1,0.25495493001857383,0.7450450699814262,1,0.25252585671967975,0.03871343548069417,0.23316913897933267,0.27188257446002684,wgf4PdTd,1,"Amount of rainfall
Number of sunny days",hop
1363,true,-0.14967553952218138,0.14967553952218138,-0.29935107904436253,0.29935107904436253,10,-0.8503244604778186,0.29935107904436253,-0.7006489209556375,-1,-1,0.0,-1,-1,wgf4PdTd,2,"Parental income
Children's SAT scores",hop
1364,true,-0.2396512377272011,0.2396512377272011,-0.2333795070199307,0.2333795070199307,100,-0.7603487622727989,0.4793024754544022,-0.5206975245455978,-1,-1,0.24592296843447148,-0.7540770315655285,-1,wgf4PdTd,3,"Avg. hours on social media
Avg. hours of sleep",hop
1365,false,1.248180028100229,1.248180028100229,-0.10072085211046983,0.10072085211046983,100,-0.641128007845243,0.4954437100362798,-0.3934061528271032,-0.888849862863383,0.6070520202549861,0.39472285792580997,0.4096905912920812,0.8044134492178911,wgf4PdTd,4,"Number of movies attended
Amount red meat eaten",hop
1366,false,1.303704059617112,1.303704059617112,0.22659971330558148,0.22659971330558148,100,-1,0.41951222119854714,-0.5804877788014529,-1,0.3037040596171121,0.6461119345041286,-0.019351907634952203,0.6267600268691764,wgf4PdTd,5,"Immigrant population
Crime rate",hop
1367,true,-0.24842196044676146,0.24842196044676146,-0.21228736315914465,0.21228736315914465,100,-0.6028834346812357,0.5818639311478464,-0.3119514691073126,-0.893815400255159,-0.8513053951279972,0.36957656798870175,-0.6304234320112982,-1,wgf4PdTd,6,"Avg. hours on social media
Depression severity",hop
1368,false,-0.8163294749761429,0.8163294749761429,-0.36379719390890064,0.36379719390890064,100,-0.183670525023857,0.6661773482122271,-0.5167591991299705,0.1494181490822566,-1,0.30238015430332643,-0.6976198456966736,-1,wgf4PdTd,7,"Annual carbon emissions
Global temperature increase",hop
1369,false,1.1079440027828802,1.1079440027828802,-0.4168730619315788,0.4168730619315788,10,-0.123612264773312,0.7668990579457038,-0.5070617937461639,0.2598372641995399,0.9843317380095682,0.350025996014125,0.649974003985875,1,wgf4PdTd,8,"Homeless population
Uninsured population",hop
1370,false,1.0644562188021798,1.0644562188021798,-0.40218107125847946,0.40218107125847946,10,-0.06445621880217983,0.6084891085183624,-0.3687007730613611,0.23978833545700118,1,0.2063080372598829,0.7936919627401171,1,wgf4PdTd,9,"College GPA
Post-college income",hop
1371,false,0.279426562808182,0.279426562808182,1.1022527549527927,1.1022527549527927,10,0.6343598950062756,0.36853904295948703,0.4500903735265318,0.8186294164860188,0.9137864578144577,1.4707917979122798,-0.47079179791227976,1,wgf4PdTd,10,"Number of religious population
racial diversity",hop
1372,true,-0.07758237416373093,0.07758237416373093,0.06788767150309555,0.06788767150309555,10,0.23633417325213557,0.35480998657693186,0.05892917996366953,0.4137391665406014,0.15875179908840464,0.4226976580800274,-0.05259702995160914,0.37010062812841826,wgf4PdTd,11,"Height
College GPA",hop
1373,false,0.21204874627479908,0.21204874627479908,0.10766346741130217,0.10766346741130217,10,0.4533281362560717,0.5615827675269558,0.1725367524925936,0.7341195200195494,0.6653768825308708,0.669246234938258,0.33075376506174203,1,wgf4PdTd,12,"Years of education
Income",hop
